event_date,event_name,,,,,,,,,,,,,
10/8/2013,The Maxies  / The Beat / Black Dots / The Shaloms  / Benjamin Kellogg,,,,,,,,,,,,,
10/9/2013,Potato Pirates / OC45  / Pitch Invasion / Rockin' Rascals,,,,,,,,,,,,,
10/10/2013,Rottenness / Skinned / Eminent Terror / Morbid Asphyxiation,,,,,,,,,,,,,
10/11/2013,Real Friends / Mixtapes / Forever Came Calling / Pentimento / Crazy Eyes  / Miles to Mountains ,,,,,,,,,,,,,
10/12/2013,Native Daughters / Restorations  / Black Dots / Jack's Smirking Revenge / Sleeping Weather ,,,,,,,,,,,,,
10/14/2013,Baltic to Boardwalk/Andrew Johnathan  / Young///Savage  / Dirty Kid Discount / Dave Hunter ,,,,,,,,,,,,,
10/15/2013,After Nations  / Solterra  / Of Earth and Sun,,,,,,,,,,,,,
10/16/2013,Deadly Passages / Justified Logic / Julox / TMP / The Wags / Special B / more TBA,,,,,,,,,,,,,
10/17/2013,Four Arm Shiver  / Dead End Addiction / Ajuna /Helgardh  / Terra Alive  / Bears and Company  Brian Gore ,,,,,,,,,,,,,
10/18/2013,Seacats  / Tj Toðdler  / Shanghai Sally ,,,,,,,,,,,,,
10/19/2013,Adam Golder and Creeper Steve's Birthdays Show!  PxPx / Henchmen / Truckasaurus / The A-OK'S,,,,,,,,,,,,,
10/20/2013,Aotearoa  / Parafunk  / Mojo Harris  / Mop,,,,,,,,,,,,,
10/21/2013,"Flood Relief benefit show with Couch Bombs, Reps, Kult of Skaro, and someone else",,,,,,,,,,,,,
10/23/2013,Banshee Bones  / Stickup Kid/The Sheds  / False Colours / Finding Common Ground  / more TBA,,,,,,,,,,,,,
10/26/2013,Call of the Void  / Bonedance  / Six Shooter  / Gomorrah  / The Coffeemakers  / Captain Blood  / FACA / Lawmaker,,,,,,,,,,,,,
10/27/2013,Schwervon/Jeffrey Lewis  / Sleepers  / Chatterbox and the Latter Day Satanists  / Marissa Sendejas  / Manilla Dean ,,,,,,,,,,,,,
10/29/2013,Whilt / Ninth Moon Black / Dreadnought / Thorns of Acanthus / more TBA,,,,,,,,,,,,,
10/30/2013,Mystery Ship  / Kira and the Orifice  / Cunning Wolves  / Bridges Will Break  / more TBA,,,,,,,,,,,,,
10/31/2013,"Lunar Light Parade  / Kieran Strange, Alexander France (Kit Watson, FB",,,,,,,,,,,,,
11/1/2013,Resistant Culture / ROAC / more TBA,,,,,,,,,,,,,
11/2/2013,RETOX / Catholic Girls  / CP 208  / Sonic Vomit ,,,,,,,,,,,,,
11/3/2013,"Of Fortune and Fame/The Traditional  / Almost, Maine  / Not My Weekend  / Aaah!RealMonsters  / The Backseaters ",,,,,,,,,,,,,
11/4/2013,As In We  / Dreadnought / GOG / Eat the Sun ,,,,,,,,,,,,,
11/6/2013,Black Rose Phantoms / Truckasaurus / Straight Shooter / Insomniaxe,,,,,,,,,,,,,
11/8/2013,Dain Griffin/Just Animals  / My New Mistress  / Autumn Creatures  / more TBA,,,,,,,,,,,,,
11/14/2013,The Shell Corporation / Allout Helter / Charlie Siren  / Poor Me  / more TBA,,,,,,,,,,,,,
11/15/2013,Laura Leighe  / Bloom Creation  / Tj Toðdler  / DJ Soli  / more TBA,,,,,,,,,,,,,
11/16/2013,Smack Saturday  / Another Mother  / Bishop  / Alterity  / Evenstar ,,,,,,,,,,,,,
11/19/2013,Samvega  / Nevayda Gunn  / Dylan Ruxin  / Tall City  / more TBA,,,,,,,,,,,,,
11/20/2013,American Haiku  / justinedrugs  / Medicine Bow  / more TBA,,,,,,,,,,,,,
11/21/2013,Matty B / Kid Mask / more TBA,,,,,,,,,,,,,
11/22/2013,Electrobolts/Westw0rd/Pretty. Loud.  / Little Howlin Wolf/N Colyar P ,,,,,,,,,,,,,
11/24/2013,Triplip  / Living Victim / The Rotten Blue Menace / The Rockin' Rascals,,,,,,,,,,,,,
11/25/2013,Our Lady  / Coma Regalia  / Roommates  / more TBA,,,,,,,,,,,,,
11/26/2013,The Random Hubiak  / Erin Cookman  / Samuelson's Brigade  / Jonathan James  / Evenstar ,,,,,,,,,,,,,
11/27/2013,City Mouse  / Plan B Rejects / Coffeemakers / Disposed  / The Rockin' Rascals,,,,,,,,,,,,,
11/29/2013,"Gag , Condition , Negative degree, low tax",,,,,,,,,,,,,
11/30/2013,Despise The Sun / Mentally Murdered / Eminent Terror / Zombie Hate Brigade,,,,,,,,,,,,,
12/5/2013,Smack Saturday / Samvega  / Brave Song Circle  / Roma Ransom  / The Carnivores  / more TBA,,,,,,,,,,,,,
12/6/2013,Blood Fueled Machine  / Death Valley High  / Ashes of the Reign  / Split Skulls  / Xenocarnage  / Sergeant Slaughter ,,,,,,,,,,,,,
12/8/2013,Comrades  / The Bipedal Approach  / School Dance  / Springfield  / Boats Without Oars ,,,,,,,,,,,,,
12/9/2013,Aaron Wentz standup comedy night,,,,,,,,,,,,,
12/10/2013,Blind Man Deaf Boy / Chatterbox / Facial / Jack's Smirking Revenge / Marissa Sendejas,,,,,,,,,,,,,
12/11/2013,Moon Honey  / The Living Wills,,,,,,,,,,,,,
12/12/2013,Bryan Ostrow benefit show,,,,,,,,,,,,,
12/13/2013,Mikey Kent's Birthday show with Gomorrah / Solarfall / Rainbowdragoneyes / more TBA?,,,,,,,,,,,,,
12/14/2013,1000 Miles of Fire  / Ever So Android  / 762  / Train To Brooklyn  / more TBA,,,,,,,,,,,,,
12/15/2013,Hyle / Card 13 / more TBA,,,,,,,,,,,,,
12/17/2013,Bottom Bracket  / Seasons Underground  / Tone Deficit  / Shining Path ,,,,,,,,,,,,,
12/18/2013,American Haiku Tour kickoff / Muscle Beach  / Caged Bird Songs  / Jonathan James  / more TBA /,,,,,,,,,,,,,
12/19/2013,Pirates of the Landlocked State / Garkow / The Droogs / more TBA,,,,,,,,,,,,,
12/20/2013,Spatgasm / Criminal Mischief  / The Ghoulies  / WhiteCatPink  / Disposed  / ***UNANNOUNCED COMPLETELY,,,,,,,,,,,,,
12/21/2013,Blue Collar Killers / The Desoulators / goddamn / Defile the Pure,,,,,,,,,,,,,
12/22/2013,Rockin' Rascals / 5280 / Mop-C / All Waffle Trick,,,,,,,,,,,,,
12/26/2013,Some Kind of Nightmare  / Nasty Bunch Of Bitches  / The Kaotix  / Murder The Cat  / Dead End Addiction ,,,,,,,,,,,,,
12/27/2013,Party Like Thieves  / False Colours / Poor Me / The Windermeres,,,,,,,,,,,,,
12/28/2013,The Arturo Complex - CD RELEASE / Marlo Narwhal / Flash Mountain Flood / The Last Astronauts,,,,,,,,,,,,,
12/29/2013,Ghost Like This  / Hashtroboy  / Kitezh  / Flagship  / Deth NDK,,,,,,,,,,,,,
1/2/2014,Urophagia / DCDM / Xeonocarnage / more TBA,,,,,,,,,,,,,
1/3/2014,Two Faces West  / The ProtoWhats  / Soul Electric  / The Dead Side ,,,,,,,,,,,,,
1/4/2014,Virga / Solterra / Springfield  / Vespyra  / Jimmy Curtis ,,,,,,,,,,,,,
1/5/2014,Maleficent Vigor  / Battlespawn  / Valiomierda  / Spear Ritual  / Blakk Mantra  / Solarfall,,,,,,,,,,,,,
1/7/2014,Hometown Heroes  / Iwanaga  / Kult of Skaro  / Red Federation  / more TBA,,,,,,,,,,,,,
1/8/2014,Remiss  / Narrowed  / Roommates  / Versavice (Dawn of Exploration,,,,,,,,,,,,,
1/9/2014,Shawn James / Sawmill Joe / Pigeon Port / Kiel Grove / Colton Greer ,,,,,,,,,,,,,
1/10/2014,Blind Skies  / Revival  / Idaho Green  / Caged Bird Songs / Stoic.  / more TBA,,,,,,,,,,,,,
1/11/2014,Hunky Newcomers  / Miles To Mountains  / Couch Bombs  / No More Excuses  / Nathan Corsi ,,,,,,,,,,,,,
1/12/2014,FOANS  / Kid Mask  / Lockbox  / Din Virulent+Adorable Baby Elephant  / more TBA,,,,,,,,,,,,,
1/13/2014,Shawn James / Smack Saturday / Saturn Cowboys / Pigeon Port / more TBA,,,,,,,,,,,,,
1/15/2014,The Speed of Sound in Seawater  / Confluence  / Boats Without Oars  / Cloud Catcher  / Today's Paramount ,,,,,,,,,,,,,
1/16/2014,Rebal Fest - 4 Dead Punks / Five Hour Fire / Murder The Cat / The Exp.,,,,,,,,,,,,,
1/18/2014,MTNS  / Bram's new band  / Shatterproof  / Subvertir  / more TBA,,,,,,,,,,,,,
1/20/2014,"comedy night - Tim Coleman, Connor Marshall, et al - booked by Connor Marshall ",,,,,,,,,,,,,
1/23/2014,Firestarter/Old Again  / Erin Cookman  / Surviving April  / Jonathan James ,,,,,,,,,,,,,
1/24/2014,Filmage - Night #1! - Kult of Skaro / False Colours / The Rotten Blue Menace,,,,booked by Aaron Saye,,,,,,,,,
1/25/2014,Filmage - Night #2! - The A-OKs / Spatgasm / The Rockin' Rascals ,,,,,,,,,,,,,
1/26/2014,Filmage - Night #3! - Joy Subtraction / Jack's Smirking Revenge / All Waffle Trick,,,,,,,,,,,,,
1/28/2014,Daniel Amedee  / Timothy Hedgpeth  / Garrett  / Evenstar  / Jonathan James  / Sídhe ,,,,,,,,,,,,,
1/29/2014,Little Lean / Special B / TMP / Justified Logic / Deadly Passages / Dem Eyes / Storyteller,,,,,,,,,,,,,
1/30/2014,Integral Groove / Melting Perspective  / DJ Soli  / Wise One ,,,,,,,,,,,,,
1/31/2014,Disguise the Silence  / more TBA,,,,,,,,,,,,,
2/1/2014,Mad Conductor  / Milgram  / The Rotten Blue Menace  / Today's Paramount,,,,,,,,,,,,,
2/2/2014,Dustin Prinz  / Kiel Grove  / Erin Cookman / Daniel Amedee  / More Than Physics  / more TBA,,,,,,,,,,,,,
2/3/2014,Elway / Direct Hit / False Colours / Jack's Smirking Revenge ,,,,,,,,,,,,,
2/5/2014,Ghosts of Guyana / Origami / Eat the Sun  / Torsion / On Blue ,,,,,,,,,,,,,
2/7/2014,The Greenery / Call of the Void / Catholic Girls / Of Feather and Bone / Black Acid Devil,,,,,,,,,,,,,
2/8/2014,Surveying the Damned  / Death Bed Confession  / Blood Fueled Machine  / DNDK  / Celestial Abomination ,,,,,,,,,,,,,
2/10/2014,Capsize/State Faults  / Mountain and the Hound  / Muscle Beach  / Excarnation,,,,,,,,,,,,,
2/11/2014,Perspective / Another Mistake / Out of Time,,,,,,,,,,,,,
2/12/2014,Time And Distance  / Surviving April  / Jonathan James  / Jensen Harper  / Brian Parton  / more TBA,,,,,,,,,,,,,
2/13/2014,Tuck and Daisy / Duckpond / The Guestlist / Crooked Streets,,,,,,,,,,,,,
2/14/2014,Stanley and the Search/Tiger Lily  / Denver Port Authority  / Train to Brooklyn  / Finding Common Ground ,,,,,,,,,,,,,
2/15/2014,THROAT of the UNIVERSE / Muck / Blakk Mantra  / Catacomb  / Integral Groove,,,,,,,,,,,,,
2/16/2014,Assassins / Beyond The Shore  / Ashes of the Reign  / Sgt. Slaughter  / Remain and Sustain ,,,,,,,,,,,,,
2/18/2014,Dan'l Boone  / Echo Beds  / CP 208  / Pythian Whispers  / Page 27 ,,,,,,,,,,,,,
2/19/2014,22 Kings  / In Much of Madness  / Soofy & The Walrus  / Jaques Crow  / Brian Traylor ,,,,,,,,,,,,,
2/20/2014,Grey Gordon / Erin Cookman  / The Backseaters  / The Wicker Wolves ,,,,,,,,,,,,,
2/21/2014,Soap Charge / The Bad Engrish / Criminal Mischief / Kaotix / Spatgasm / They Live ,,,,,,,,,,,,,
2/22/2014,Royal Dead  / Straight Outta Luck  / The Rotten Blue Menace  / Rockin' Rascals  / Casual Corruption ,,,,,,,,,,,,,
2/23/2014,JSR Album Release Show/Arianne's 25th Life Anniversary!!: Jack's Smirking Revenge / Black Dots / Casper Allen / FACA / Sleeping Weather / Catsuit artshow,,,,,,,,,,,,,
2/24/2014,The Old Time Remedy  / Crazy Mountain Billies  / T.A.R.A.M.I.S.  / Reality Show  / Garrett Botkins ,,,,,,,,,,,,,
2/25/2014,"Major League / Have Mercy / Seaway / Better Off (All Jason Parent, gmail",,,,,,,,,,,,,
2/26/2014,Sun Time Hannah / Roommates / Imaginary Points ,,,,,,,,,,,,,
2/27/2014,Fingers Crossed  / Bottom Bracket  / The Neutralizers  / dRink/drAnk/pUnk  / more TBA,,,,,,,,,,,,,
2/28/2014,Maker  / Rust Belt Lights / Second To Last  / The Larimers  / Finding Common Ground  / Aaah!RealMonsters  / more TBA,,,,,,,,,,,,,
3/1/2014,Vomit Slaughter / Subvertir / Nasty Bunch of Bitches / ROÄC / more TBA,,,,,,,,,,,,,
3/2/2014,Stale Phish  / Truckasaurus  / NBOB  / Suspects  / Chemical X ,,,,,,,,,,,,,
3/3/2014,Bobby Meader  / Aventine Hill  / The Tough Cookies  / Bearsnail ,,,,,,,,,,,,,
3/4/2014,Sons of Hippies  / Maddy Ellwanger  / Bobby Doran  / Sharon Knight ,,,,,,,,,,,,,
3/5/2014,Inter Arma  / Call Of The Void  / Ghosts Of Glaciers  / Cloud Catcher  / Whilt ,,,,,,,,,,,,,
3/6/2014, Dreadnought  / Lehnen/The Sound of the Mountain  / Mixolydia  / Spear Ritual  ,,,,,,,,,,,,,
3/7/2014, Wild Throne  / Pleistocene  / Television Generation  / Sumeru  / Lunetta  ,,,,,,,,,,,,,
3/8/2014, Poliskitzo / Negative Degree / The Nervous / The Rockin' Rascals  / The Ghoulies / 3/4 of Spatgasm  ,,,,,,,,,,,,,
3/9/2014, The Larimers  / The Hotelier / OSOOSOOSO  / Burnout  / Kurly Somthing  / Medicine Bow  ,,,,,,,,,,,,,
3/11/2014, DC Fallout  / The Rotten Blue Menace  / No More Excuses  / Chemical X ,,,,,,,,,,,,,
3/12/2014, Polyan & The Johnson Sisters  / Fortunate Son  / Casper Allen  / Garrett Botkins  / Nate Hrivnak  ,,,,,,,,,,,,,
3/13/2014, Black Cop/Rumble With the SOCs/Rotten Scaliwag  / It's For A Cop  / The Brown Noise  ,,,,,,,,,,,,,
3/14/2014, Blind Man Deaf Boy  / Pat The Bunny / Sole  / Jack's Smirking Revenge  / Seizure Rights  ,,,,,,,,,,,,,
3/15/2014, Woman Is The Earth  / The Living Receiver  / The Panoramic  / Carnivorous Trees  / Solarfall  / more TBA ,,,,,,,,,,,,,
3/16/2014, American Haiku  / Crisis Arm  / Swells  / Facial  / The Good Gracious  ,,,,,,,,,,,,,
3/17/2014, Light Thieves  / Müshmouth  / Social Club  / Blck Fysh  / The Piers  ,,,,,,,,,,,,,
3/18/2014, 33 Years  / Joshua Powell and the Great Train Robbery  / Pigeon Port ,,,,,,,,,,,,,
3/19/2014, Obzon Geschopf / Tempest and the Diaspora / Cruxvae / Chain Distraction  / more TBA ,,,,,,,,,,,,,
3/20/2014, Julia Massey & the Five Finger Discount / The Jesus Rehab / Reality Show  / Charlie and the Foxtrots  / more TBA ,,,,,,,,,,,,,
3/21/2014," WhiteCatPink, ElectroBolts, Dead Like Disco, Bossillator, and Pretty. Loud.  ",,,,,,,,,,,,,
3/22/2014, Spatgasm CD release party---------Spatgasm / Truckasaurus/ Sector 7G / Living Victim / 99 Bottles / Loose Change / Straight Outta Luck / Rockin Rascals / The Rotten Blue Menace / Brown Noise,,,,,,,,,,,,,
3/23/2014, Scepter of Eligos / Saus / Hail Satan  / Moon Pussy (FB Cristina ,,,,,,,,,,,,,
3/25/2014, Trap Her Keep Her / Stay Wild / Dylan Rivetti   / The Rotten Blue Menace  / Nasty Bunch of Bitches  ,,,,,,,,,,,,,
3/26/2014, Rainbowdragoneyes / Bubblegum Octopus / Dr. Zilog / Aethernaut / Orbital Strike / The Ghost Servant  ,,,,,,,,,,,,,
3/27/2014, Little Chief  / Wandering  / Jeremy Burton  / The Harvestmen  / more TBA ,,,,,,,,,,,,,
3/28/2014, Empty Spaces / B!T Bass Slap / Xtrodezi / DJ Gamma / DJ Retchitt ,,,,,,,,,,,,,
3/29/2014,Praxis Beneift - Reality show / Revival / more TBA,,,,,,,,,,,,,
3/30/2014, Blakk Mantra  / Giant of the Mountain  / Gravitron  / Solarfall  / ODIO  ,,,,,,,,,,,,,
4/1/2014,"GREEN DAY- bands TBA (The Jroolies, The Rockin' Rascals, Party Boys of the Century, All Waffle Trick",,,,,,,,,,,,,
4/3/2014, Blackbird Raum / Blind Man Deaf Boy / Chatterbox / Old Growth  ,,,,,,,,,,,,,
4/4/2014, The Bad Engrish  / 99 Bottles / Criminal Mischief / Spatgasm / 4 Minute Warning  ,,,,,,,,,,,,,
4/5/2014,Urban Peak Benefit Show -- Cloud Catcher / Cult of the Lost Cause / Secrets of the Sky / Flagship  / Facial / Springfield / Anchors of Antlers / Boats Without Oars / More TBA,,,,,,,,,,,,,
4/6/2014, The Backseaters / more TBA ,,,,,,,,,,,,,
4/8/2014,Spike's Bday show and benefit for Safehouse Denver -- Chris Hutka / Gomorrah / Truckasaurus / Plan-B Rejects / Night of the Living Shred / T.B.A.,,,,,,,,,,,,,
4/9/2014, Sun Club  / The Piers  / Molly Kollier  ,,,,,,,,,,,,,
4/10/2014, Owen Pishna art show ,,,,,,,,,,,,,
4/11/2014, Sun Time Hannah / Soul Electric / Bobby Doran  ,,,,,,,,,,,,,
4/12/2014, K-Tru benefit show - iluminado / Ghosts of Glaciers / Facial / Disguise The Silence / Sumeru ,,,,,,,,,,,,,
4/13/2014,Pizza Time / Lures / Bishop / See-You-Home-Wolf ,,,,,,,,,,,,,
4/14/2014, Cloud Catcher / Lisabi / Eat the Sun  / See-You-Home-Wolf / Into the Hollow,,,,,,,,,,,,,
4/15/2014,Seizure Rights / Self-Proclaimed Narcissist / xfucking syrusx / Stepbrothers / Wandering ,,,,,,,,,,,,,
4/16/2014, Mischief Brew  / BMDB  / Broken Bow  / Reality Show  / Bullfights on Acid  / Marissa.  + Self Proclaimed Narcissist and Erin Cookman in the courtyard ,,,,,,,,,,,,,
4/17/2014, Circle Takes The Square  / Mountain and the Hound  / Swells  / American Haiku  ,,,,,,,,,,,,,
4/18/2014, ESE / Insomniaxe  / Denver Port Authority  / Spatgasm  / La Mugre Social Club  / more TBA ,,,,,,,,,,,,,
4/19/2014, Remember the Radio  / Port Alice  / Throw The Temple  / The Baltic  / Glostik Willy  / Curta / Marlo Narwal  ,,,,,,,,,,,,,
4/20/2014, Potato Pirates / OC45  / Some Kind of Nightmare  / The Rotten Blue Menace  / The Rockin' Rascals  / One Time Crime  / OC45's added band? / Beer Bucket Social ,,,,,,,,,,,,,
4/21/2014, Dr. Jackall and the Formaldehydes  / Crab Legs  / dRink/drAnk/pUnk  / Dead End Addiction ,,,,,,,,,,,,,
4/22/2014,The A-OKs / Kill Lincoln / The Repercussions / False Colours,,,,,,,,,,,,,
4/24/2014, Oi Polloi/Wartorn/Vindictive  / ROÄC  / World Pain  ,,,,,,,,,,,,,
4/25/2014,Malia's Birthday show!! - Inoculate / Seris/ Juice Falcon / Tarim / more TBA,,,,,,,,,,,,,
4/26/2014,Thee S.O.B.s / Plan B Rejects / The Rockin' Rascals / Those Goddamn Jerkoffs / Spatgasm / Chemical X / Strafgod / Short Bus Rejects ,,,,,,,,,,,,,
4/27/2014, Dr. Death + Mr. Vile  / La Fin Absolute Du Monde  / We Were Cosmonauts  / Cheek's  / more TBA ,,,,,,,,,,,,,
4/30/2014, Saturn Cowboys  / Alex Culbreth  / Fortunate Son  / Joey Cujo  / Chase the Winter  / more TBA ,,,,,,,,,,,,,
5/1/2014, Several Crowded Ghost  / Animal City  / Dr. Death + Mr. Vile  / more TBA ,,,,,,,,,,,,,
5/2/2014,"Day of Chaos benefit show #1 - Thee S.O.B.s, Total Annihilation, Strafgod, Criminal Mischief, Chemical X",,,,,,,,,,,,,
5/3/2014, Slow Children / The Repercussions / The Rotten Blue Menace / Spatgasm / Denver Port Authority ,,,,,,,,,,,,,
5/4/2014, Griswold  / Moonraker  / Sleeping Weather  / Disguise The Silence  / AntiRobot  ,,,,,,,,,,,,,
5/6/2014, Shocktroopers  / Bottom Bracket  / Deadwolf  / IZE  / The Pollution  / more TBA ,,,,,,,,,,,,,
5/8/2014, Miss Shevaughn & Yuma Wray / Maddy Ellwanger  / Jaques Crow  / Sidhe  / Blue Lane Frontier  / more TBA ,,,,,,,,,,,,,
5/9/2014,Claire Davis foundation Benefit - Train to Brooklyn / Disposed / Shortbus Rejects / more TBA,,,,,,,,,,,,,
5/10/2014,The A-OKs / Survay Says / Head Injuries / All Waffle Trick / The Atomiks ,,,,,,,,,,,,,
5/11/2014, The Daily Grind  / Blue Mesa  / Chase the Winter  / Garkow  / Marc Jonn  ,,,,,,,,,,,,,
5/14/2014, Violent Reaction / The Flex / Obstruct / Civilized / Negative Degree / Low Tax / Culture Shock ,,,,,,,,,,,,,
5/15/2014, Eat the Sun  / After Nations  / Yardsss + Krist Krueger  / Tom Waits For No Man  / Carnivorous Trees  ,,,,,,,,,,,,,
5/16/2014, Steven Cooper  / Shocace  / G.S.D.  / DJ Soli  ,,,,,,,,,,,,,
5/17/2014, Nasty Bunch of Bitches / The Ghoulies  / Deathwish  / ROAC  / Spatgasm  ,,,,,,,,,,,,,
5/18/2014, Discount Cinema FREE SHOW / Live Like Glass / Saving Avery / Elecrobolts  / more TBA ,,,,,,,,,,,,,
5/21/2014, Livingstone  / Bishop  / f'ya  ,,,,,,,,,,,,,
5/22/2014, Solera  /Other Masquerades  / Sinking Cities  / more TBA ,,,,,,,,,,,,,
5/23/2014, Phallon Sinnis  / JE double F  / Staple Milk  / more TBA ,,,,,,,,,,,,,
5/24/2014,aques Crow / Diamond Down String Band / Blue Lane Frontier,,,,,,,,,,,,,
5/25/2014, Zoic / Discomfort  / Bridges Will Break  / September Downpour  ,,,,,,,,,,,,,
5/26/2014, Free At Last / Civilized / Negative Degree / Culture Shock  ,,,,,,,,,,,,,
5/28/2014, Ape Behler / Shae / Pretty. Loud. / Short Bus Rejects ,,,,,,,,,,,,,
5/29/2014, Abigail Williams / Lecherous Nocturne / Panzerfaust  / Eminent Terror  / Nybbas ,,,,,,,,,,,,,
5/30/2014, The Void  / Figure 8/Social Aneurysm  / Short Bus Rejects / more TBA ,,,,,,,,,,,,,
5/31/2014,Day of Chaos benefit show #2 - Today's Paramount / Blck Fysh / Unit Y / The Proto-Whats,,,,,,,,,,,,,
6/1/2014, Erin Cookman  / Matt Pless / Francie Moon  / Ben Kellog  / Penniless Sneeches ,,,,,,,,,,,,,
6/3/2014, Capt. Blood  / Ghost Police  / The Ghoulies  / more TBA ,,,,,,,,,,,,,
6/4/2014, Frealane  / Bishop  / Staple Milk ,,,,,,,,,,,,,
6/6/2014, Pirates of the Landlocked State / Rent Strike / Dirty Harry / Broken Bow / Pasadena Crab Sandwich  ,,,,,,,,,,,,,
6/7/2014, Thunderlizards / Titan Arum / Cloud Catcher / Dr. Zilog ,,,,,,,,,,,,,
6/8/2014, Pizza Time  / Marriage + Cancer  / CityCop  / Old Sport  / more TBA ,,,,,,,,,,,,,
6/9/2014, Disposed  / Paper Planets / Ellewood  / Blue Taboo  / The Void  ,,,,,,,,,,,,,
6/11/2014, Chung Antique  / Boats Without Oars  / Carnivorous Trees  / Eros and The Eschaton  / more TBA ,,,,,,,,,,,,,
6/13/2014," Dendrites, Kult of Skaro , Contraband, Party boys of the Century ",,,,,,,,,,,,,
6/14/2014,Day of Chaos - Defiance / Dave 45 & the Fiends / Gimmie Noise / Ponx Attax/ Violent Affair / Never Say Never / The Bad Engrish / Potato Pirates (secret set!) / The Kaotix / Spatgasm / Criminal Mischief  / Living Victim / The Wheelz / The Rockin' Rascals ,,,,,,,,,,,,,
6/15/2014, Bad Maps  / Lam!Lam!  / Exotone  / Joseph Lamar  / more TBA ,,,,,,,,,,,,,
6/16/2014, Postcards / Finding Common Ground  / Roman Candles / Calvin Jalandoni  / more TBA ,,,,,,,,,,,,,
6/17/2014, Roman Candles / Calvin Jalandoni / Chris Bell  / Lam! Lam! / In Much of Madness  / Red Ninja  ,,,,,,,,,,,,,
6/19/2014, The Repercussions / The Rotten Blue Menace  / Rascals / Strafgod / Sequels / FUBAR ,,,,,,,,,,,,,
6/20/2014, Springfield  / Joey Molinaro  / Janet / Dada Noise Burlesque / Moon Pussy ,,,,,,,,,,,,,
6/21/2014, Donovan Wolfington / Pope  / Wild Trees  / Justinedrugs  /more TBA ,,,,,,,,,,,,,
6/22/2014," Firestarter, Cautioners, Ampersand  / Something More  / Finding Common Ground  / Parkview ",,,,,,,,,,,,,
6/24/2014, Badger / Doperunner  / Blighter / Sunday Massacre ,,,,,,,,,,,,,
6/25/2014, Class Picture  / Safe to Say  / Second String  / AntiRobot  ,,,,,,,,,,,,,
6/27/2014, Cut Your Losses  / Communist Kayte  / Finding Common Ground  ,,,,,,,,,,,,,
6/28/2014, Days n Daze  / Samvega  / Broken Bow  / Smack Saturday  / Alex Culbreth  / more TBA ,,,,,,,,,,,,,
6/29/2014,Rum Rebellion / Dirty Rotten All-Stars / Kaotix / Bad Engrish/ Spatgasm / The Rotten Blue Menace,,,,,,,,,,,,,
6/30/2014, Pet Tigers  / Blue Lane Frontier Jake Quinter  / Awesome PossuM  / The Nuisances  / Blake George / more TBA ,,,,,,,,,,,,,
7/1/2014, The Pigz  / f'ya  / Garkow  / Red Federation  ,,,,,,,,,,,,,
7/2/2014, The Rotten Blue Menace (last-minute) / The Kaotix  / Revolt / Criminal Mischief / Strafgod / Spatgasm / Bass Line Bums,,,,,,,,,,,,,
7/6/2014, Blind Man Deaf Boy / Leaky Faces / Deadwork / Mugsy Fay ,,,,,,,,,,,,,
7/7/2014, You'll Live / Sinai Vessel  / Old Sport  / Ty and CJ  / 1000 Miles of Fire  ,,,,,,,,,,,,,
7/8/2014, Disposed / Red Federation  / Ma & God  / The Atomiks  ,,,,,,,,,,,,,
